10492,23452,1
10492,23809,1
10492,28425,1
10492,28954,1
10492,35326,1
10492,63135,3
10492,63136,1
10492,63137,1
10492,64889,2
23363,1,1
23363,215,1
23363,291,1
23363,299,1
23363,491,1
23363,500,1
23363,1192,1
23363,1514,1
23363,2511,1
23363,2866,1
23363,3242,1
23363,6241,1
23363,11789,1
23363,12471,1
23363,30412,1
23660,1,1
23660,473,1
23660,527,1
23660,765,1
23660,2487,1
30332,1,1
30332,5,1
30332,12,1
30332,39,1
30332,675,1
30332,2802,1
30332,2812,1
30551,1,1
30551,88,3
30551,91,2
30551,95,3
30551,96,1
30551,99,3
30551,105,2
30551,106,1
30551,112,4
30551,135,1
30551,181,3
30551,237,1
30551,241,1
30551,268,1
30551,514,5
30551,520,1
30551,535,1
30551,555,1
30551,563,1
30551,586,1
30551,596,1
30551,614,1
30551,998,1
30551,1035,1
30551,1100,1
30551,1112,1
30551,1122,1
30551,1158,1
30551,1173,1
30551,1367,3
30551,1514,1
30551,1533,1
30551,1552,1
30551,2002,2
30551,2332,1
30551,2399,1
30551,2785,1
30551,3118,3
30551,3219,1
30551,3390,1
30551,3427,1
30551,3689,1
30551,4316,1
30551,4369,1
30551,4830,1
30551,5756,1
30551,6556,1
30551,6850,1
30551,10443,2
30551,11878,2
30551,12123,1
30551,14108,1
30551,14541,1
30551,14601,1
30551,15365,1
30551,21201,1
30551,22411,4
30551,23160,1
30551,34375,2
30551,40541,2
30551,40921,1
30551,41334,1
30551,46919,2
30551,46920,2
30551,46936,1
30551,48382,1
30551,55387,2
30551,64463,1
30551,119575,1
30551,119576,1
30795,1,1
30795,5,1
30795,32,1
30795,92,1
30795,99,1
30795,140,1
30795,141,1
30795,262,1
30795,553,1
30795,581,1
30795,627,2
30795,665,1
30795,675,1
30795,697,1
30795,750,1
30795,803,1
30795,815,1
30795,818,1
30795,963,1
30795,1008,1
30795,1112,1
30795,1122,2
30795,1414,1
30795,1594,1
30795,2793,1
30795,2866,1
30795,3012,1
30795,3433,1
30795,3917,2
30795,4485,1
30795,4530,1
30795,5679,1
30795,6150,1
30795,6528,1
30795,8400,1
30795,9172,1
30795,14389,1
30795,37864,1
30795,40036,1
30795,121899,1
30795,121900,1
30795,121901,1
30795,121902,1
30795,121903,1
30795,121904,1
31282,1,1
31282,12,2
31282,112,2
31282,214,1
31282,224,1
31282,235,1
31282,252,1
31282,291,2
31282,304,1
31282,409,1
31282,660,2
31282,716,1
31282,856,2
31282,1645,1
31282,2154,2
31282,2183,2
31282,4024,1
31282,6148,1
31282,7539,1
31282,8539,1
31282,14942,2
31282,18189,1
31282,44144,5
31282,92502,3
33381,1,2
33381,105,1
33381,141,1
33381,192,1
33381,214,1
33381,231,1
33381,291,1
33381,307,3
33381,459,1
33381,463,1
33381,504,1
33381,507,1
33381,521,2
33381,604,1
33381,704,1
33381,743,1
33381,751,1
33381,802,1
33381,865,1
33381,868,1
33381,875,1
33381,936,1
33381,970,1
33381,1089,1
33381,1209,1
33381,1248,1
33381,1497,1
33381,1522,1
33381,2236,1
33381,2244,1
33381,2497,1
33381,2649,1
33381,2675,1
33381,2704,1
33381,2736,1
33381,2750,1
33381,2883,1
33381,2979,2
33381,3313,1
33381,3654,1
33381,3797,1
33381,3856,1
33381,3932,1
33381,3966,1
33381,4068,1
33381,4376,2
33381,4464,3
33381,4923,1
33381,5247,1
33381,5763,1
33381,6401,2
33381,6528,2
33381,6797,1
33381,7209,1
33381,7628,2
33381,9066,1
33381,9845,1
33381,10381,1
33381,10406,1
33381,11653,1
33381,11714,1
33381,12111,4
33381,12228,2
33381,12608,1
33381,13095,1
33381,13293,1
33381,14301,1
33381,15252,1
33381,15842,1
33381,16720,2
33381,16927,1
33381,18153,1
33381,18361,1
33381,19348,1
33381,19442,1
33381,20618,1
33381,22913,1
33381,24525,1
33381,24734,4
33381,24826,1
33381,25914,1
33381,27770,3
33381,27797,1
33381,31481,1
33381,33548,1
33381,33873,1
33381,34721,1
33381,34817,1
33381,35562,1
33381,40995,1
33381,46982,1
33381,56717,4
33381,76603,1
33381,91172,3
33381,97694,1
33381,98174,1
33381,105515,1
33381,125115,1
33381,130859,3
33381,130860,1
33381,130861,1
33381,130862,1
33381,130863,1
33381,130864,1
33381,130865,1
33381,130866,1
33381,130867,1
33381,130868,1
33381,130869,1
33381,130870,1
33381,130871,1
33381,130872,1
33381,130873,1
33381,130874,1
33381,130875,1
33381,130876,1
33382,1,1
33382,3,1
33382,4,2
33382,52,1
33382,56,2
33382,64,3
33382,86,2
33382,92,1
33382,95,4
33382,99,3
33382,108,2
33382,112,2
33382,136,1
33382,141,6
33382,142,1
33382,229,1
33382,241,2
33382,284,1
33382,291,1
33382,298,1
33382,299,1
33382,306,2
33382,328,1
33382,370,1
33382,377,2
33382,378,2
33382,437,1
33382,473,1
33382,555,2
33382,660,2
33382,670,2
33382,673,1
33382,697,1
33382,743,4
33382,765,1
33382,778,1
33382,779,1
33382,801,2
33382,962,2
33382,1046,3
33382,1079,2
33382,1087,1
33382,1090,1
33382,1092,2
33382,1112,2
33382,1122,1
33382,1124,2
33382,1270,2
33382,1282,1
33382,1293,5
33382,1336,1
33382,1362,1
33382,1419,5
33382,1447,1
33382,1457,2
33382,1465,1
33382,1514,2
33382,1625,5
33382,1789,2
33382,2142,2
33382,2202,1
33382,2204,1
33382,2244,4
33382,2308,1
33382,2342,1
33382,2590,1
33382,2640,2
33382,2686,2
33382,2700,1
33382,2720,1
33382,2736,1
33382,2762,1
33382,2976,1
33382,3169,2
33382,3473,2
33382,3689,1
33382,3836,1
33382,3877,1
33382,4178,5
33382,4331,1
33382,4579,2
33382,5207,1
33382,5492,2
33382,5654,1
33382,5669,2
33382,6202,1
33382,6242,6
33382,6455,5
33382,7535,2
33382,7600,2
33382,9096,1
33382,9211,1
33382,10077,1
33382,11752,2
33382,11754,2
33382,11954,1
33382,12029,1
33382,12125,2
33382,12173,1
33382,12266,1
33382,12273,1
33382,12274,1
33382,12285,1
33382,13304,2
33382,13310,1
33382,13312,4
33382,14202,4
33382,14320,1
33382,14374,1
33382,14396,2
33382,15185,2
33382,16562,3
33382,17223,1
33382,17909,1
33382,19265,2
33382,20535,3
33382,20536,2
33382,25255,1
33382,25772,1
33382,27779,1
33382,35055,1
33382,38607,5
33382,38716,1
33382,45329,2
33382,53330,3
33382,58498,4
33382,58499,1
33382,65535,1
33382,71932,4
33382,73621,2
33382,73637,2
33382,86756,1
33382,99484,1
33382,118350,1
33382,130877,1
33382,130878,1
33382,130879,1
33382,130880,1
33382,130881,2
33382,130882,1
33382,130883,1
33382,130884,1
33382,130885,1
33382,130886,1
33382,130887,1
33382,130888,1
33382,130889,1
33382,130890,1
33382,130891,1
33382,130892,1
33382,130893,1
33382,130894,1
33382,130895,1
33382,130896,2
33382,130897,2
33382,130898,2
33382,130899,1
33382,130900,1
33382,130901,1
33383,1,1
33383,4,1
33383,38,1
33383,56,1
33383,86,1
33383,99,2
33383,146,1
33383,262,1
33383,271,1
33383,300,1
33383,306,1
33383,308,1
33383,395,1
33383,420,3
33383,523,1
33383,540,1
33383,552,2
33383,627,1
33383,636,1
33383,900,1
33383,1112,1
33383,1403,2
33383,1524,1
33383,1678,1
33383,2142,1
33383,2846,1
33383,3074,1
33383,3342,1
33383,3476,1
33383,4074,4
33383,5142,1
33383,6969,1
33383,9974,1
33383,13277,1
33383,13278,1
33383,14331,1
33383,14418,1
33383,15879,1
33383,16612,1
33383,17653,1
33383,18308,1
33383,18361,1
33383,24981,1
33383,25191,1
33383,28882,1
33383,31110,1
33383,31846,1
33383,34761,1
33383,107646,1
33383,123795,2
33383,130180,1
33383,130181,1
33384,1,1
33384,4,1
33384,32,1
33384,38,1
33384,167,3
33384,267,4
33384,295,1
33384,320,1
33384,503,1
33384,640,1
33384,761,1
33384,855,2
33384,898,2
33384,1005,1
33384,1026,2
33384,1050,1
33384,1129,1
33384,1268,1
33384,1276,1
33384,1519,1
33384,1589,3
33384,2032,1
33384,2192,1
33384,2214,1
33384,2436,1
33384,2700,1
33384,2767,1
33384,3212,1
33384,3259,1
33384,3492,5
33384,4813,3
33384,7534,1
33384,7678,1
33384,9214,1
33384,12173,1
33384,13010,1
33384,13056,1
33384,13074,1
33384,13634,1
33384,14633,2
33384,15280,1
33384,16044,1
33384,16191,1
33384,17507,1
33384,26448,1
33384,28070,1
33384,38025,1
33384,39855,1
33384,130339,1
36035,1,1
36035,208,1
36035,275,1
36035,291,1
36035,417,1
36035,472,4
36035,547,1
36035,596,2
36035,647,1
36035,650,1
36035,657,1
36035,1049,4
36035,1106,1
36035,1177,2
36035,1200,1
36035,1218,1
36035,1412,1
36035,1426,3
36035,1582,2
36035,1955,1
36035,2100,4
36035,2792,1
36035,3062,1
36035,3083,1
36035,3348,3
36035,3597,1
36035,3830,1
36035,4131,1
36035,5570,1
36035,6909,1
36035,6994,1
36035,8400,1
36035,8871,1
36035,12224,1
36035,12467,1
36035,15499,1
36035,16375,1
36035,19414,1
36035,20910,1
36035,24596,1
36035,25728,3
36035,40541,1
36035,54148,1
37520,1,1
37520,6,1
37520,9,2
37520,56,1
37520,65,3
37520,86,1
37520,88,4
37520,90,1
37520,92,1
37520,99,1
37520,136,2
37520,146,1
37520,174,1
37520,185,1
37520,199,1
37520,225,4
37520,238,2
37520,299,1
37520,370,1
37520,381,1
37520,414,2
37520,463,1
37520,507,3
37520,528,1
37520,544,2
37520,598,1
37520,673,1
37520,675,1
37520,704,1
37520,745,1
37520,755,1
37520,758,1
37520,989,1
37520,1112,1
37520,1151,2
37520,1478,2
37520,1600,1
37520,1986,3
37520,2109,1
37520,2431,2
37520,2497,8
37520,2540,2
37520,2603,2
37520,2734,3
37520,2976,1
37520,3047,3
37520,3861,3
37520,3913,1
37520,4701,1
37520,5952,1
37520,6177,2
37520,6495,2
37520,7935,1
37520,7991,1
37520,10382,1
37520,10743,1
37520,10816,1
37520,10884,2
37520,11608,1
37520,11947,1
37520,12155,2
37520,12910,1
37520,14249,3
37520,14506,3
37520,16495,2
37520,17133,1
37520,19704,7
37520,22873,2
37520,23160,4
37520,31414,1
37520,31690,2
37520,38155,1
37520,40138,1
37520,65680,1
37520,80348,2
37520,106841,1
37520,118200,1
37520,146308,1
38323,1,1
38323,54,1
38323,84,2
38323,112,1
38323,119,1
38323,407,2
38323,425,1
38323,685,2
38323,743,2
38323,856,1
38323,875,1
38323,974,1
38323,1151,1
38323,1155,1
38323,1616,3
38323,2575,1
38323,6202,1
38323,10066,1
38323,11629,1
38323,14976,1
38323,17969,1
38323,20874,1
38323,53789,1
38323,139824,1
38323,139826,1
38324,1,1
38324,54,1
38324,84,2
38324,112,1
38324,407,2
38324,425,1
38324,685,2
38324,743,2
38324,856,1
38324,875,1
38324,974,1
38324,1151,1
38324,1155,1
38324,1616,3
38324,6202,1
38324,10066,1
38324,11629,1
38324,14976,1
38324,17969,1
38324,20874,1
38324,53789,1
38324,139824,1
38324,139826,1
38324,149004,1
40840,1,1
40840,5,1
40840,57,1
40840,68,1
40840,72,2
40840,73,2
40840,74,9
40840,77,1
40840,80,1
40840,92,1
40840,99,1
40840,105,2
40840,141,1
40840,163,1
40840,174,1
40840,188,1
40840,195,2
40840,205,1
40840,235,1
40840,240,1
40840,252,1
40840,265,1
40840,289,1
40840,306,3
40840,307,7
40840,317,1
40840,321,1
40840,370,1
40840,378,4
40840,398,1
40840,446,1
40840,476,1
40840,481,1
40840,503,1
40840,504,5
40840,521,7
40840,526,1
40840,531,1
40840,547,2
40840,585,1
40840,612,2
40840,614,8
40840,620,1
40840,621,1
40840,648,1
40840,682,1
40840,683,1
40840,694,1
40840,697,1
40840,708,1
40840,737,1
40840,741,1
40840,742,1
40840,757,1
40840,766,1
40840,767,1
40840,780,3
40840,801,1
40840,815,1
40840,819,1
40840,836,3
40840,856,14
40840,857,2
40840,865,1
40840,873,2
40840,875,1
40840,898,1
40840,907,1
40840,919,1
40840,922,1
40840,923,1
40840,948,2
40840,978,1
40840,1028,5
40840,1044,1
40840,1088,1
40840,1104,3
40840,1108,1
40840,1112,1
40840,1151,2
40840,1152,1
40840,1237,1
40840,1271,2
40840,1387,1
40840,1392,2
40840,1393,3
40840,1412,3
40840,1514,1
40840,1553,1
40840,1573,3
40840,1575,1
40840,1577,1
40840,1643,1
40840,1645,1
40840,1647,1
40840,1794,1
40840,2019,1
40840,2023,1
40840,2052,1
40840,2072,1
40840,2089,1
40840,2234,1
40840,2346,1
40840,2361,1
40840,2373,1
40840,2462,1
40840,2473,1
40840,2474,3
40840,2477,1
40840,2489,2
40840,2514,1
40840,2540,1
40840,2736,1
40840,2789,1
40840,2792,1
40840,2812,1
40840,2866,1
40840,2976,1
40840,2979,1
40840,2983,3
40840,2986,1
40840,3118,1
40840,3131,1
40840,3162,1
40840,3166,1
40840,3187,1
40840,3198,1
40840,3203,1
40840,3261,1
40840,3331,1
40840,3341,1
40840,3404,1
40840,3475,1
40840,3505,2
40840,3530,1
40840,3545,1
40840,3569,1
40840,3593,1
40840,3599,1
40840,3627,1
40840,3628,1
40840,3630,1
40840,3703,1
40840,3713,1
40840,3793,1
40840,3797,2
40840,3883,1
40840,4007,1
40840,4134,2
40840,4143,1
40840,4291,1
40840,4353,1
40840,4368,1
40840,4372,1
40840,4439,1
40840,4528,1
40840,4529,1
40840,4579,1
40840,4585,1
40840,4644,1
40840,4739,1
40840,4769,2
40840,4780,1
40840,4796,1
40840,4830,1
40840,4831,1
40840,4876,1
40840,4879,1
40840,5200,1
40840,5235,1
40840,5419,1
40840,5437,9
40840,5510,1
40840,5542,1
40840,5543,1
40840,5546,1
40840,5580,1
40840,5659,1
40840,5710,1
40840,5742,1
40840,5767,1
40840,5800,1
40840,5850,1
40840,5927,3
40840,5931,1
40840,6129,1
40840,6130,1
40840,6147,1
40840,6264,1
40840,6270,1
40840,6496,2
40840,6621,1
40840,6729,1
40840,6824,1
40840,6853,1
40840,6905,1
40840,7040,1
40840,7051,1
40840,7052,1
40840,7110,2
40840,7118,1
40840,7137,2
40840,7187,1
40840,7229,1
40840,7504,1
40840,7624,1
40840,7683,1
40840,7684,1
40840,8230,1
40840,8270,1
40840,8400,10
40840,8444,1
40840,8490,1
40840,8779,1
40840,8803,1
40840,8805,1
40840,8877,1
40840,8937,1
40840,9011,1
40840,9074,1
40840,9092,1
40840,9105,4
40840,9176,1
40840,9186,1
40840,9409,1
40840,9429,1
40840,9772,1
40840,9833,1
40840,9864,2
40840,10006,1
40840,10008,1
40840,10093,1
40840,10330,1
40840,10386,1
40840,10577,1
40840,10607,2
40840,10827,1
40840,10880,1
40840,10903,1
40840,10905,1
40840,10906,1
40840,10909,1
40840,10914,1
40840,10918,1
40840,10938,2
40840,10940,1
40840,11483,1
40840,11684,1
40840,11818,1
40840,11853,1
40840,11995,1
40840,12010,2
40840,12074,1
40840,12287,1
40840,12298,1
40840,12371,1
40840,12629,1
40840,12824,1
40840,12923,1
40840,12924,1
40840,12926,3
40840,12983,1
40840,13002,1
40840,13083,1
40840,13156,1
40840,13578,1
40840,13754,1
40840,13926,1
40840,13987,1
40840,14161,1
40840,14306,1
40840,14320,23
40840,14605,1
40840,14652,1
40840,14683,1
40840,14852,1
40840,14866,1
40840,15174,2
40840,15247,1
40840,15286,1
40840,15403,2
40840,15429,1
40840,15478,1
40840,15546,1
40840,15870,1
40840,15996,1
40840,16213,1
40840,16410,1
40840,16412,1
40840,16706,1
40840,16896,1
40840,17053,1
40840,17219,2
40840,17316,1
40840,17449,1
40840,17676,2
40840,17911,1
40840,17942,1
40840,18086,1
40840,18318,1
40840,18361,2
40840,18571,1
40840,18623,1
40840,18758,1
40840,18759,1
40840,18782,2
40840,18792,1
40840,18793,1
40840,18794,1
40840,18795,1
40840,18796,1
40840,18989,1
40840,19068,1
40840,19565,1
40840,19825,1
40840,19846,1
40840,20274,1
40840,20614,1
40840,20706,1
40840,20729,1
40840,20735,1
40840,20788,1
40840,20893,1
40840,20954,1
40840,21879,1
40840,22000,1
40840,22401,2
40840,22490,2
40840,22708,2
40840,23333,2
40840,23464,1
40840,23560,1
40840,23649,1
40840,23670,1
40840,23955,1
40840,24383,1
40840,24545,1
40840,24654,1
40840,24681,1
40840,24875,1
40840,24964,1
40840,24965,1
40840,24966,1
40840,25240,1
40840,25294,1
40840,25519,1
40840,25528,1
40840,25579,1
40840,25957,1
40840,26389,1
40840,26526,1
40840,26556,1
40840,26730,1
40840,26952,2
40840,27431,1
40840,27624,1
40840,27970,1
40840,28018,1
40840,28050,1
40840,28076,1
40840,28564,1
40840,28689,1
40840,28701,1
40840,29186,1
40840,29187,1
40840,29219,1
40840,29993,1
40840,30278,1
40840,31028,1
40840,31041,1
40840,31042,1
40840,31434,2
40840,31529,1
40840,31530,1
40840,31670,1
40840,31856,1
40840,31910,1
40840,32104,1
40840,32241,2
40840,32318,1
40840,32769,1
40840,33142,1
40840,33330,1
40840,33416,2
40840,33419,1
40840,33420,1
40840,33421,1
40840,33422,1
40840,33694,1
40840,34414,1
40840,34682,2
40840,34786,1
40840,35069,1
40840,35430,1
40840,35723,1
40840,35841,1
40840,35881,1
40840,35903,1
40840,35918,1
40840,35979,1
40840,36173,1
40840,36595,1
40840,36664,1
40840,36682,1
40840,36799,1
40840,37109,1
40840,37946,1
40840,38148,1
40840,38240,2
40840,39114,1
40840,39186,1
40840,39884,1
40840,41264,1
40840,41281,3
40840,42218,1
40840,42428,1
40840,43404,1
40840,44641,1
40840,45041,1
40840,45287,2
40840,46703,1
40840,47317,1
40840,47686,1
40840,48074,1
40840,48169,1
40840,48292,1
40840,49997,1
40840,51140,1
40840,52141,1
40840,54678,1
40840,54680,1
40840,55285,1
40840,56505,1
40840,56506,1
40840,57876,1
40840,59254,1
40840,59456,1
40840,59623,1
40840,59624,1
40840,59625,1
40840,59735,1
40840,59980,1
40840,60454,1
40840,60455,1
40840,60459,1
40840,61774,1
40840,61831,1
40840,62652,1
40840,62781,1
40840,63401,1
40840,63416,21
40840,63417,15
40840,63542,1
40840,67503,1
40840,67893,1
40840,68083,1
40840,68199,1
40840,68301,1
40840,69853,1
40840,70800,1
40840,74238,1
40840,74560,2
40840,79800,1
40840,81228,1
40840,81531,1
40840,82848,1
40840,82878,1
40840,83083,1
40840,83347,1
40840,86728,1
40840,87670,1
40840,88844,1
40840,90478,1
40840,98063,1
40840,98064,1
40840,98847,1
40840,100532,1
40840,102266,3
40840,102587,1
40840,104893,1
40840,111250,1
40840,112314,1
40840,114699,1
40840,114917,1
40840,114918,1
40840,115248,1
40840,116511,1
40840,120829,1
40840,121448,1
40840,121449,2
40840,121450,8
40840,121452,1
40840,121453,1
40840,121454,1
40840,121455,1
40840,121456,1
40840,121457,1
40840,121458,1
40840,121459,1
40840,121460,1
40840,121461,1
40840,121462,1
40840,121463,1
40840,121464,1
40840,121465,1
40840,121466,1
40840,121467,1
40840,121468,1
40840,121469,1
40840,121470,1
40840,121471,1
40840,121472,1
40840,121473,1
40840,121474,1
40840,121475,1
40840,121476,1
40840,121477,1
40840,121478,1
40840,121479,1
40840,121480,1
40840,121481,1
40840,121482,1
40840,121483,2
40840,121484,1
40840,121485,1
40840,121486,1
40840,121487,1
40840,121488,1
40840,121489,1
40840,121490,1
40840,121491,1
40840,121492,1
40840,121493,1
40840,121494,1
40840,121495,1
40840,121496,1
40840,121497,1
40840,121498,1
40840,121499,1
40840,121500,1
40840,121501,1
40840,121502,1
40840,121503,1
40840,121504,1
40840,121505,1
40840,121506,1
40840,121507,1
40840,121508,1
40840,121509,1
40840,121510,1
40840,121511,1
40840,121512,1
40840,121513,1
40840,121514,1
40840,121515,1
40840,121516,1
40840,121517,1
40840,121518,1
40840,121519,1
40840,121520,1
40840,121521,1
40840,121522,1
40840,121523,2
40840,121524,2
40840,121525,1
40840,121526,1
40840,121527,1
40840,121528,2
40840,121529,2
40840,121530,1
40840,121531,1
40840,121532,1
40840,121534,1
40840,121535,1
40840,121536,1
40840,121537,1
40840,121538,1
40840,158289,1
40840,158290,1
48455,1,1
48455,211,1
48455,377,2
48455,409,1
48455,414,1
48455,548,1
48455,768,1
48455,1575,1
48455,1598,1
48455,2012,1
48455,2238,1
48455,4006,3
48455,9082,1
48455,9706,1
48455,14546,1
48455,16495,1
48455,39663,1
48455,43253,1
48954,1,1
48954,6,1
48954,238,1
48954,380,1
48954,666,1
48954,673,1
48954,1122,1
48954,1288,1
48954,1514,1
48954,2406,1
48954,2459,1
48954,2491,1
48954,3877,1
48954,3997,2
48954,4025,1
48954,5137,1
48954,11789,1
48954,17836,1
50516,1,1
50516,4,1
50516,6,1
50516,20,1
50516,140,1
50516,266,1
50516,380,1
50516,381,1
50516,384,1
50516,400,1
50516,406,1
50516,411,1
50516,412,1
50516,521,1
50516,558,1
50516,613,1
50516,645,1
50516,744,1
50516,779,1
50516,885,1
50516,1160,1
50516,1200,1
50516,1403,1
50516,1411,1
50516,1653,1
50516,1659,1
50516,1965,1
50516,2018,2
50516,2183,1
50516,2289,1
50516,2434,1
50516,2652,1
50516,2693,1
50516,2751,2
50516,2793,1
50516,2849,1
50516,3005,1
50516,3368,1
50516,3392,1
50516,3995,1
50516,4025,1
50516,4201,1
50516,5702,1
50516,6553,1
50516,7182,1
50516,11746,1
50516,13810,1
50516,13811,1
50516,15977,1
50516,17067,1
50516,20822,2
50516,23160,3
50516,23283,1
50516,23796,1
50516,25501,1
50516,30741,1
50516,87662,1
51150,1,1
51150,17,1
51150,38,4
51150,53,1
51150,95,1
51150,99,1
51150,112,11
51150,148,1
51150,181,1
51150,190,1
51150,208,1
51150,228,1
51150,259,1
51150,472,1
51150,507,2
51150,516,1
51150,523,1
51150,636,1
51150,650,2
51150,656,2
51150,675,4
51150,681,6
51150,751,5
51150,756,1
51150,777,1
51150,803,2
51150,815,1
51150,990,1
51150,1049,2
51150,1108,1
51150,1117,1
51150,1153,1
51150,1172,1
51150,1183,1
51150,1207,1
51150,1212,1
51150,1213,3
51150,1258,1
51150,1342,2
51150,1344,1
51150,1393,1
51150,1427,1
51150,1433,1
51150,1492,2
51150,1659,1
51150,2002,1
51150,2284,1
51150,2302,1
51150,2399,1
51150,2439,1
51150,2667,1
51150,2675,1
51150,2689,3
51150,2698,2
51150,2703,1
51150,2706,1
51150,2792,1
51150,2845,1
51150,2851,1
51150,2893,2
51150,2955,1
51150,2993,1
51150,3216,2
51150,3384,1
51150,4050,1
51150,4585,1
51150,4690,1
51150,5206,1
51150,5693,1
